12,26,0,5,5,5,26,26,26,26,26,26,5,0,0,5,22,13,46,18,5,5,26,26,26,20,26,5,20,5,14,28,5,5,20,26,5,20,20,5,20,22,18,20,0,26,26,20,26,12
12,0,0,5,5,5,5,5,26,26,26,26,26,0,0,0,15,47,6,29,5,0,0,26,20,20,26,26,5,5,7,10,0,5,26,26,5,5,5,0,22,13,46,18,0,0,20,26,26,12
12,0,5,5,5,5,5,5,5,5,26,26,0,0,0,0,0,15,29,0,0,0,26,26,26,26,20,26,0,0,5,0,0,0,26,26,26,5,0,5,23,6,47,25,5,20,0,26,26,12
12,5,0,5,5,5,9,36,31,5,5,26,0,0,0,0,20,0,0,0,0,26,26,26,26,26,26,26,26,0,0,0,0,26,26,0,0,26,0,0,15,29,15,29,20,0,26,26,26,12
12,0,5,5,22,18,14,45,10,5,5,26,26,0,0,0,0,20,20,20,0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,20,0,26,26,26,20,20,20,21,39,39,11,26,0,12
12,5,5,5,15,29,20,40,5,5,5,5,26,26,26,20,0,0,20,0,26,26,20,26,20,26,26,26,26,26,26,26,26,20,26,20,20,26,26,26,21,39,39,19,19,19,24,0,5,12
12,5,5,5,20,26,20,0,5,5,5,26,26,26,26,0,0,0,0,0,26,0,0,26,20,0,5,0,5,5,0,26,26,26,20,5,20,0,0,26,3,19,19,19,19,32,0,22,18,12
12,0,5,0,0,0,0,0,5,5,26,26,26,26,5,26,0,0,0,0,0,0,26,20,0,0,0,5,5,0,0,26,26,20,5,5,5,5,0,0,8,19,19,19,19,19,11,23,25,12
12,0,20,0,0,5,5,0,20,5,5,26,26,5,0,26,26,20,26,20,26,26,20,26,26,26,26,26,0,5,0,0,26,26,20,5,5,5,0,0,0,8,19,19,19,19,32,23,25,12
12,20,0,0,5,5,5,0,0,20,5,26,26,26,0,22,38,38,18,20,0,5,0,5,5,0,26,26,0,0,0,20,0,0,5,20,5,5,5,0,0,26,8,44,19,19,32,23,25,12
12,0,0,5,5,5,5,5,0,0,26,20,26,26,0,23,33,33,46,38,18,0,5,5,0,0,26,26,26,0,5,5,0,20,16,37,37,4,0,0,26,26,26,5,8,44,24,23,25,12
12,26,5,5,5,5,5,5,5,26,20,20,20,26,0,15,47,33,33,6,29,0,5,0,5,0,0,26,0,0,0,5,0,16,35,35,42,17,20,26,26,26,5,5,5,22,38,13,25,12
12,26,26,5,5,5,5,26,0,0,20,26,26,26,0,0,15,47,33,25,5,26,0,0,0,0,20,0,26,0,0,0,0,2,35,17,20,26,26,26,26,26,26,5,22,13,33,33,25,12
12,5,26,26,26,5,5,5,0,20,26,26,26,26,0,20,20,15,43,29,0,26,26,26,0,5,5,0,26,26,9,36,31,42,17,0,0,0,26,26,5,20,0,0,15,43,43,43,29,12
12,26,26,26,26,26,0,0,0,26,5,26,26,26,0,0,20,20,20,26,26,26,26,0,0,0,5,0,26,9,45,40,10,0,0,26,0,0,0,5,5,5,20,0,0,20,0,20,0,12
12,26,20,26,26,26,0,0,0,5,26,26,0,26,0,0,20,26,26,26,26,0,0,26,0,0,0,0,0,7,10,20,20,5,20,26,26,0,5,20,5,20,0,0,26,26,20,0,20,12
12,20,0,5,26,0,0,26,26,26,0,0,0,0,26,20,0,5,5,5,0,0,0,0,0,0,0,26,0,0,0,26,5,20,26,0,0,5,5,22,18,22,18,22,18,26,26,20,20,12
12,5,0,0,26,26,16,4,26,0,0,0,0,20,0,20,5,5,5,26,20,0,0,0,0,21,39,11,0,0,0,26,26,26,0,0,0,20,5,23,25,23,46,13,25,26,26,0,20,12
12,0,0,16,37,37,35,30,0,0,0,9,36,31,26,0,20,5,26,20,0,0,0,0,0,3,19,19,39,11,5,26,0,26,0,0,22,38,38,13,25,23,33,6,29,0,26,5,0,12
12,0,16,35,35,35,35,35,37,4,0,14,45,28,26,26,26,0,5,0,26,26,26,26,21,19,19,19,19,32,5,20,5,26,0,0,15,43,47,33,46,13,33,25,16,4,5,20,5,12
12,0,1,35,35,35,35,30,42,17,9,45,40,40,26,26,26,26,26,0,0,0,26,20,8,44,19,19,44,24,5,5,0,26,9,31,5,0,23,33,33,6,43,29,2,35,4,0,0,12
12,0,20,2,42,35,35,17,9,36,45,10,26,26,26,26,26,26,26,0,20,20,26,5,5,5,8,24,5,0,5,20,26,26,14,45,31,5,15,33,6,29,16,37,35,35,17,0,0,12
12,20,5,0,0,42,17,36,45,45,10,20,0,0,0,26,20,5,5,5,20,20,5,5,5,0,26,26,0,5,0,26,26,26,0,7,10,20,5,15,29,5,2,35,35,30,0,0,5,12
12,5,5,5,0,0,9,45,45,10,0,20,0,0,20,20,20,5,20,0,0,5,0,5,0,26,26,0,0,26,26,20,26,26,0,0,0,5,5,0,0,20,1,42,42,17,0,0,5,12
12,20,5,5,5,0,7,40,10,0,0,0,0,26,5,20,5,20,20,20,0,0,0,0,0,26,26,26,26,26,26,26,26,26,0,0,0,0,0,0,0,0,20,20,0,0,0,5,20,12
12,20,20,5,0,0,20,0,20,20,5,26,26,26,26,5,5,5,20,20,20,0,0,0,26,26,20,20,26,26,26,26,26,26,26,26,20,20,0,26,0,0,0,0,0,5,0,0,5,12
12,5,0,0,0,5,0,20,5,0,26,26,26,5,5,5,5,5,5,5,20,20,0,20,20,20,26,0,20,26,16,37,37,4,5,20,20,0,0,0,0,0,20,5,5,20,20,0,0,12
12,0,0,22,18,22,18,5,20,5,26,0,5,5,5,20,5,22,18,20,20,20,20,26,20,0,0,26,26,16,35,35,35,30,5,5,5,0,0,26,0,0,5,5,5,5,5,0,0,12
12,0,0,23,25,23,25,5,0,0,0,0,20,5,20,5,5,15,29,5,5,5,20,20,26,20,0,0,16,35,35,35,0,0,0,0,0,0,21,39,39,39,39,39,11,5,20,0,0,12
12,0,0,23,46,13,46,38,38,38,18,0,20,20,20,20,5,5,5,5,5,20,20,20,0,0,0,0,2,35,35,17,5,5,5,26,26,0,8,19,19,19,19,44,24,0,0,5,0,12
12,0,22,13,33,33,33,33,33,33,25,20,5,20,0,0,20,5,5,5,20,20,20,5,0,0,20,26,1,42,17,22,38,38,18,20,26,20,5,3,19,19,32,22,18,20,0,0,20,12
12,0,23,33,6,47,33,6,43,43,29,20,5,5,20,0,20,20,5,20,20,20,5,5,0,20,20,5,26,20,5,23,33,33,46,18,20,0,20,3,19,19,32,23,46,38,18,5,20,12
12,0,23,33,25,23,33,25,0,20,20,5,20,5,5,20,0,20,20,5,20,0,0,20,26,20,0,20,26,20,22,13,6,47,6,29,5,5,0,8,44,44,24,15,47,33,46,18,5,12
12,0,15,43,29,15,43,29,0,20,20,20,5,20,20,20,0,20,26,20,0,0,0,20,20,20,0,0,26,5,15,47,46,13,25,20,0,5,5,0,0,0,0,20,15,43,43,29,0,12
12,0,0,0,0,0,0,0,0,20,5,20,20,20,0,0,26,26,26,26,0,0,26,26,26,0,0,0,0,5,5,15,43,43,29,20,5,0,5,5,0,0,5,0,20,0,0,5,0,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
